project_name,debian_source,debian_version,debian_desc,debian_home,CVE_since_2010,CVE_page,openhub_page,openhub_name,openhub_desc,openhub_home,openhub_download,twelve_month_contributor_count,total_contributor_count,total_code_lines,main_language_name,licenses,fact_activity,fact_age,fact_comments,fact_team_size,package_popularity,implemented_in,role,direct_network_exposure,process_network_data,potential_privilege_escalation,risk_index(max = 16),risk_index components,comment_on_priority
python2.6-minimal,python2.6,2.6.8-1.1,Minimal subset of the Python language (version 2.6),,26,https://security-tracker.debian.org/tracker/source-package/python2.6,https://www.openhub.net/projects/python,Python programming language,"Python is a dynamic, object-oriented programming language that can be used for many kinds of software development. It offers strong support for integration with other languages and tools, comes with extensive standard libraries, and can be learned in a few days. Many Python programmers report substantial productivity gains and feel the language encourages the development of better code.",https://www.python.org,https://www.python.org/downloads/,53,207,998525,Python,python_software_foundation,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",132674,Python,Program,0,0,0,4,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 0, Exposure: 0 , Data only: 0",
python2.7,,2.7.3-6+deb7u2,Interactive high-level object-oriented language (version 2.7),,24,https://security-tracker.debian.org/tracker/source-package/python2.7,https://www.openhub.net/projects/python,Python programming language,"Python is a dynamic, object-oriented programming language that can be used for many kinds of software development. It offers strong support for integration with other languages and tools, comes with extensive standard libraries, and can be learned in a few days. Many Python programmers report substantial productivity gains and feel the language encourages the development of better code.",https://www.python.org,https://www.python.org/downloads/,53,207,998525,Python,python_software_foundation,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",134195,,,0,0,0,4,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 0, Exposure: 0 , Data only: 0",
python2.7-minimal,python2.7,2.7.3-6+deb7u2,Minimal subset of the Python language (version 2.7),,24,https://security-tracker.debian.org/tracker/source-package/python2.7,https://www.openhub.net/projects/python,Python programming language,"Python is a dynamic, object-oriented programming language that can be used for many kinds of software development. It offers strong support for integration with other languages and tools, comes with extensive standard libraries, and can be learned in a few days. Many Python programmers report substantial productivity gains and feel the language encourages the development of better code.",https://www.python.org,https://www.python.org/downloads/,53,207,998525,Python,python_software_foundation,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",134221,,Program,0,0,0,4,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 0, Exposure: 0 , Data only: 0",
analog,,2:6.0-19.1,web server log analyzer,http://www.analog.cx/,0,https://security-tracker.debian.org/tracker/source-package/analog,https://www.openhub.net/projects/AnalogCAmie,Analog C:Amie Edition,"Analog was created by Stephen Turner in 1995 as a multi-purpose, multi-platform log file analyser. He maintained the project until 2004, at which point he ceased to update the project. In 2007, as a long-term user of Analog and in light of the release of Windows Vista that could not be identified by Analog, C:Amie has undertaken to maintain Analog and to keep its detection current.",http://camie.dyndns.org/analog/,http://camie.dyndns.org/analog/download/,,,,,,,,,,23315,,Program,1,0,0,4,"Website points: 0, CVE: 0, 12-month contributor: 2, Popularity: 0, Language: 0, Exposure: 2 , Data only: 0","Web log analyzer, analyzes attacker-provided data.  Could conceivably be way to attack via maliciously-formatted data for logging."
libaprutil1-dbd-sqlite3,apr-util,1.4.1-3,Apache Portable Runtime Utility Library - SQLite3 Driver,http://apr.apache.org/,1,https://security-tracker.debian.org/tracker/source-package/apr-util,https://www.openhub.net/projects/apr,Apache Portable Runtime,"The mission of the Apache Portable Runtime (APR) project is to create and maintain software libraries that provide a predictable and consistent interface to underlying platform-specific implementations. The primary goal is to provide an API to which software developers may code and be assured of predictable if not identical behaviour regardless of the platform on which their software is built, relieving them of the need to code special-case conditions to work around or take advantage of platform-specific deficiencies or features.",http://apr.apache.org/,,14,67,419947,C,apache_2,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Large, active development team",109117,C,Shared Library,0,0,0,4,"Website points: 0, CVE: 1, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
ssl-cert,,1.0.32,simple debconf wrapper for OpenSSL,,0,https://security-tracker.debian.org/tracker/source-package/ssl-cert,https://www.openhub.net/projects/debconf,debconf,,,,5,23,9385,Perl,,Stable Y-O-Y development activity,"Mature, well-established codebase",Well-commented source code,Average size development team,135045,,Program,1,0,0,4,"Website points: 1, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 0, Exposure: 2 , Data only: 0",See OpenSSL.
libressl,,,,,0,https://security-tracker.debian.org/tracker/source-package/libressl,https://www.openhub.net/projects/libressl,libressl,LibreSSL is a FREE version of the SSL/TLS protocol forked from OpenSSL.,http://www.libressl.org/,,30,131,311828,C,,Stable Y-O-Y development activity,"Mature, well-established codebase",Well-commented source code,"Very large, active development team",0,,,1,0,0,4,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 0, Language: 2, Exposure: 2 , Data only: 0","Fork of OpenSSL. HAS Home Page, Can Download as tarball,  VERY Active on Github https://github.com/libressl-portable/portable ++"
bootp,,2.4.3-18,server for the bootp protocol with DHCP support,ftp://ftp.ntplx.net/pub/networking/bootp/,0,https://security-tracker.debian.org/tracker/source-package/bootp,,,,,,,,,,,,,,,123,,Program,1,0,0,4,"Website points: 0, CVE: 0, 12-month contributor: 2, Popularity: 0, Language: 0, Exposure: 2 , Data only: 0",Bootp has basic seucurity issues.
libzrtp,,,,,0,https://security-tracker.debian.org/tracker/source-package/libzrtp,,,,,,,,,,,,,,,0,,,0,1,0,4,"Website points: 1, CVE: 0, 12-month contributor: 2, Popularity: 0, Language: 0, Exposure: 1 , Data only: 0",Unclear how widely this is used.
libgif4,giflib,4.1.6-10,library for GIF images (library),http://giflib.sourceforge.net/,0,https://security-tracker.debian.org/tracker/source-package/giflib,https://www.openhub.net/projects/giflib,giflib -- A library for processing GIFs,"A library for rendering and generating GIF image files. This is the GIF service code in C used for over two decades by graphics applications, web browsers, game consoles, ATMs, and pretty much anything else that throws pixels on a display. Simple, stable, bulletproof, and no longer parent-encumbered.",http://sourceforge.net/projects/giflib,,4,13,11892,C,BSD-3-Clause,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,Average size development team,107351,C,Shared Library,0,1,0,4,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 1 , Data only: 0","Widely-used format that is decompressed and provided by attackers. HAS Home Page, Active issue tracker, Mailing list, public repo. ++"
fail2ban,,0.8.6-3wheezy3,ban hosts that cause multiple authentication errors,http://www.fail2ban.org,4,https://security-tracker.debian.org/tracker/source-package/fail2ban,https://www.openhub.net/projects/fail2ban,fail2ban,Fail2ban scans log files like /var/log/pwdfail or /var/log/apache/error_log and bans IP that makes too many password failures. It updates firewall rules to reject the IP address.,http://www.fail2ban.org/wiki/index.php/Main_Page,http://www.fail2ban.org/wiki/index.php/Downloads,38,103,11081,Python,gpl,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",14907,,,0,1,1,4,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 0, Language: 0, Exposure: 1 , Data only: 0","Used on 10% of Debian installations according to popcon thus millions of users,Monitors and parses log files and  executes commands to manipulate firewalls based on parsed logfiles (thus possibility of injection) usually runs as root"
parted,,2.3-12,disk partition manipulator,http://www.gnu.org/software/parted,0,https://security-tracker.debian.org/tracker/source-package/parted,https://www.openhub.net/projects/gparted,GNU Parted,"GNU Parted is an industrial-strength package for creating, destroying, resizing, checking and copying partitions, and the file systems on them. This is useful for creating space for new operating systems, reorganising disk usage, copying data on hard disks and disk imaging.",http://www.gnu.org/software/parted,http://www.gnu.org/software/parted,8,75,264447,C,gpl3,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Large, active development team",45089,C,Program,0,0,1,4,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 1 , Data only: 0",
bsdmainutils,,9.0.3,collection of more utilities from FreeBSD,,0,https://security-tracker.debian.org/tracker/source-package/bsdmainutils,https://www.openhub.net/projects/freebsd,FreeBSD,"FreeBSD is an advanced operating system for x86 compatible (including Pentium and Athlon), amd64 compatible (including Opteron, Athlon64, and EM64T), UltraSPARC, IA-64, PC-98, (32-bit and 64-bit) MIPS and ARM architectures. It is derived from BSD, the version of UNIX developed at the University of California, Berkeley. It is developed and maintained by a large team of individuals. Additional platforms are in various stages of development.",https://github.com/trueos/trueos,https://github.com/trueos/trueos/downloads,193,684,14595925,C,BSD-2-Clause,Increasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",169760,C,,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
cpp,gcc-defaults (1.120),4:4.7.2-1,GNU C preprocessor (cpp),,0,https://security-tracker.debian.org/tracker/source-package/gcc-defaults,https://www.openhub.net/projects/gcc,GNU Compiler Collection,"The GNU Compiler Collection includes front ends for C, C++, Objective-C, Fortran, Java, and Ada, as well as libraries for these languages (libstdc++, libgcj,...).",http://gcc.gnu.org/,http://gcc.gnu.org/install/binaries.html,197,550,7204260,C,gpl3_or_later,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",144701,,Dummy Package,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
dash,,0.5.7-3,POSIX-compliant shell,http://gondor.apana.org.au/~herbert/dash/,0,https://security-tracker.debian.org/tracker/source-package/dash,https://www.openhub.net/projects/dash,DASH,DASH is a POSIX-compliant implementation of /bin/sh that aims to be as small as possible.,http://gondor.apana.org.au/~herbert/dash/,http://gondor.apana.org.au/~herbert/dash/files/,9,39,13391,C,bsd,Increasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Large, active development team",162278,C,Program,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
debian-faq,,5.0.1,Debian FAQ,http://www.debian.org/doc/user-manuals#faq,0,https://security-tracker.debian.org/tracker/source-package/debian-faq,,,,,,,,,,,,,,,140561,,,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 2, Popularity: 1, Language: 0, Exposure: 0 , Data only: 0",
dictionaries-common,,1.12.11,Common utilities for spelling dictionary tools,http://dict-common.alioth.debian.org,0,https://security-tracker.debian.org/tracker/source-package/dictionaries-common,https://www.openhub.net/projects/dict-common,dictionaries-common for Debian,dictionaries-common is a package for the Debian system intended to provide the infrastructure and automatic configuration for spelling tools and dictionaries packages.  It also provides a Policy for those matters.,http://sourceforge.net/projects/dict-common,,,,,,,,,,,150192,Lisp,Plugin,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 2, Popularity: 1, Language: 0, Exposure: 0 , Data only: 0",
findutils,,4.4.2-4,"utilities for finding files--find, xargs",http://savannah.gnu.org/projects/findutils/,0,https://security-tracker.debian.org/tracker/source-package/findutils,https://www.openhub.net/projects/findutils,GNU findutils,"GNU findutils includes find, xargs, locate and updatedb.  These tools proivide ways to search for files on your system by specifying what kind of file you're looking for.",http://savannah.gnu.org/projects/findutils/,,7,30,18425,C,gpl3_or_later,Increasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Large, active development team",169896,C,,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
gcc,gcc-defaults (1.120),4:4.7.2-1,GNU C compiler,,0,https://security-tracker.debian.org/tracker/source-package/gcc-defaults,https://www.openhub.net/projects/gcc,GNU Compiler Collection,"The GNU Compiler Collection includes front ends for C, C++, Objective-C, Fortran, Java, and Ada, as well as libraries for these languages (libstdc++, libgcj,...).",http://gcc.gnu.org/,http://gcc.gnu.org/install/binaries.html,197,550,7204260,C,gpl3_or_later,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",114682,,Program,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
gettext-base,gettext,0.18.1.1-9,GNU Internationalization utilities for the base system,http://www.gnu.org/software/gettext/,0,https://security-tracker.debian.org/tracker/source-package/gettext,https://www.openhub.net/projects/gettext,gettext,gettext is the GNU internationalization (i18n) library. It is commonly used for writing multilingual programs.,http://savannah.gnu.org/projects/gettext/,http://ftp.gnu.org/gnu/gettext,16,45,359627,C,gpl gpl3_or_later lgpl,Increasing Y-O-Y development activity,"Mature, well-established codebase",Well-commented source code,"Large, active development team",168276,,,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
groff-base,groff,1.21-9,GNU troff text-formatting system (base system components),http://groff.ffii.org/,0,https://security-tracker.debian.org/tracker/source-package/groff,https://www.openhub.net/projects/groff,GNU troff,The groff (GNU Troff) software is a typesetting package which reads plain text mixed with formatting commands and produces formatted output. Groff now supports HTML.,http://www.gnu.org/software/groff/,http://www.gnu.org/software/groff/#downloading,20,33,137684,C++,gpl,Increasing Y-O-Y development activity,"Mature, well-established codebase",Few source code comments,"Large, active development team",169753,C++,,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
info,texinfo,4.13a.dfsg.1-10,Standalone GNU Info documentation browser,,0,https://security-tracker.debian.org/tracker/source-package/texinfo,https://www.openhub.net/projects/texinfo,Texinfo,"Texinfo is the official documentation format of the GNU project. It was invented by Richard Stallman and Bob Chassell many years ago, loosely based on Brian Reid's Scribe and other formatting languages of the time. It is used by many non-GNU projects as well.

Texinfo uses a single source file to produce output in a number of formats, both online and printed (dvi, html, info, pdf, xml, etc.). This means that instead of writing different documents for online information and another for a printed manual, you need write only one document. And when the work is revised, you need revise only that one document. The Texinfo system is well-integrated with GNU Emacs.",http://www.gnu.org/software/texinfo/,http://ftp.gnu.org/gnu/texinfo/,5,20,1549927,Perl,gpl3,Increasing Y-O-Y development activity,"Mature, well-established codebase",Very few source code comments,Average size development team,168149,C,Program,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
ispell,,3.3.02-6,International Ispell (an interactive spelling corrector),http://www.lasr.cs.ucla.edu/geoff/ispell.html,0,https://security-tracker.debian.org/tracker/source-package/ispell,,,,,,,,,,,,,,,132017,,Program,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 2, Popularity: 1, Language: 0, Exposure: 0 , Data only: 0",
kmod,,9-3,tools for managing Linux kernel modules,,0,https://security-tracker.debian.org/tracker/source-package/kmod,https://www.openhub.net/projects/kmod,kmod,"Library and programs to manage Linux Kernel Modules.

This project consists of a library (libkmod) that does the same work as traditional module-init-tools (m-i-t) but is easily usable by other programs that may need to check or load kernel modules, such as udev, systemd, iptables, ...

The provided programs try to mimic m-i-t equivalents 1-to-1 and could be used as drop-in replacements in most cases.",http://git.profusion.mobi/cgit.cgi/kmod.git/,http://git.profusion.mobi/cgit.cgi/kmod.git/,15,60,17607,C,lgpl21_or_later,Increasing Y-O-Y development activity,Well-established codebase,Average number of code comments,"Large, active development team",134927,,,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libasprintf0c2,gettext,0.18.1.1-9,GNU library to use fprintf and friends in C++,http://www.gnu.org/software/gettext/,0,https://security-tracker.debian.org/tracker/source-package/gettext,https://www.openhub.net/projects/gettext,gettext,gettext is the GNU internationalization (i18n) library. It is commonly used for writing multilingual programs.,http://savannah.gnu.org/projects/gettext/,http://ftp.gnu.org/gnu/gettext,16,45,359627,C,gpl gpl3_or_later lgpl,Increasing Y-O-Y development activity,"Mature, well-established codebase",Well-commented source code,"Large, active development team",134644,,Shared Library,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libclass-isa-perl,,0.36-3,report the search path for a class's ISA tree,http://search.cpan.org/dist/Class-ISA/,0,https://security-tracker.debian.org/tracker/source-package/libclass-isa-perl,,,,,,,,,,,,,,,130329,Perl,,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 2, Popularity: 1, Language: 0, Exposure: 0 , Data only: 0",
libdrm-intel1,libdrm,2.4.40-1~deb7u2,Userspace interface to intel-specific kernel DRM services -- runtime,,0,https://security-tracker.debian.org/tracker/source-package/libdrm,https://www.openhub.net/projects/libdrm,libdrm,libdrm provides core library routines for the X Window System to directly interface with video hardware using the Linux kernel's Direct Rendering Manager (DRM).,http://www.mesa3d.org/,http://cgit.freedesktop.org/mesa/drm/,50,206,37930,C,mit,Increasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",111209,,Shared Library,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libdrm-nouveau1a,libdrm,2.4.40-1~deb7u2,Userspace interface to nouveau-specific kernel DRM services -- runtime,,0,https://security-tracker.debian.org/tracker/source-package/libdrm,https://www.openhub.net/projects/libdrm,libdrm,libdrm provides core library routines for the X Window System to directly interface with video hardware using the Linux kernel's Direct Rendering Manager (DRM).,http://www.mesa3d.org/,http://cgit.freedesktop.org/mesa/drm/,50,206,37930,C,mit,Increasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",75210,,Shared Library,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libdrm-radeon1,libdrm,2.4.40-1~deb7u2,Userspace interface to radeon-specific kernel DRM services -- runtime,,0,https://security-tracker.debian.org/tracker/source-package/libdrm,https://www.openhub.net/projects/libdrm,libdrm,libdrm provides core library routines for the X Window System to directly interface with video hardware using the Linux kernel's Direct Rendering Manager (DRM).,http://www.mesa3d.org/,http://cgit.freedesktop.org/mesa/drm/,50,206,37930,C,mit,Increasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",112222,,Shared Library,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libdrm2,libdrm,2.4.40-1~deb7u2,Userspace interface to kernel DRM services -- runtime,,0,https://security-tracker.debian.org/tracker/source-package/libdrm,https://www.openhub.net/projects/libdrm,libdrm,libdrm provides core library routines for the X Window System to directly interface with video hardware using the Linux kernel's Direct Rendering Manager (DRM).,http://www.mesa3d.org/,http://cgit.freedesktop.org/mesa/drm/,50,206,37930,C,mit,Increasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",117939,C,Shared Library,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libkmod2,kmod,9-3,libkmod shared library,,0,https://security-tracker.debian.org/tracker/source-package/kmod,https://www.openhub.net/projects/kmod,kmod,"Library and programs to manage Linux Kernel Modules.

This project consists of a library (libkmod) that does the same work as traditional module-init-tools (m-i-t) but is easily usable by other programs that may need to check or load kernel modules, such as udev, systemd, iptables, ...

The provided programs try to mimic m-i-t equivalents 1-to-1 and could be used as drop-in replacements in most cases.",http://git.profusion.mobi/cgit.cgi/kmod.git/,http://git.profusion.mobi/cgit.cgi/kmod.git/,15,60,17607,C,lgpl21_or_later,Increasing Y-O-Y development activity,Well-established codebase,Average number of code comments,"Large, active development team",134973,,Shared Library,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libmpc2,mpclib,0.9-4,multiple precision complex floating-point library,http://www.multiprecision.org/mpc/,0,https://security-tracker.debian.org/tracker/source-package/mpclib,,,,,,,,,,,,,,,94814,,Shared Library,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 2, Popularity: 1, Language: 0, Exposure: 0 , Data only: 0",
libpci3,pciutils,1:3.1.9-6,Linux PCI Utilities (shared library),http://atrey.karlin.mff.cuni.cz/~mj/pciutils.shtml,0,https://security-tracker.debian.org/tracker/source-package/pciutils,https://www.openhub.net/projects/pciutils,pciutils,"PCI utilities for many *nix systems and hopefully even Windows: lspci and setpci, for now.",http://mj.ucw.cz/pciutils.shtml,,7,36,10999,C,gpl,Increasing Y-O-Y development activity,"Mature, well-established codebase",Few source code comments,"Large, active development team",166617,,Shared Library,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libpth20,pth,2.0.7-16,The GNU Portable Threads,http://www.gnu.org/software/pth/,0,https://security-tracker.debian.org/tracker/source-package/pth,,,,,,,,,,,,,,,149010,,Shared Library,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 2, Popularity: 1, Language: 0, Exposure: 0 , Data only: 0",
libsemanage-common,libsemanage,2.1.6-6,Common files for SELinux policy management libraries,http://userspace.selinuxproject.org/,0,https://security-tracker.debian.org/tracker/source-package/libsemanage,https://www.openhub.net/projects/libsemanage,libsemanage,An interface for SELinux management,https://github.com/pld-linux/libsemanage,,1,9,0,,,Stable Y-O-Y development activity,"Mature, well-established codebase",,Only a single active developer,136084,,Application Data,0,0,1,3,"Website points: 0, CVE: 0, 12-month contributor: 4, Popularity: 1, Language: 0, Exposure: 1 , Data only: -3",
libsepol1,libsepol,2.1.4-3,SELinux library for manipulating binary security policies,http://userspace.selinuxproject.org/,0,https://security-tracker.debian.org/tracker/source-package/libsepol,https://www.openhub.net/projects/serefpolicy,SELinux reference policy,SELinux reference policy,http://oss.tresys.com/projects/refpolicy,http://oss.tresys.com/projects/refpolicy/wiki/DownloadRelease,6,41,8552,Python,,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,Average size development team,169724,C,Shared Library,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libsigc++-2.0-0c2a,libsigc++-2.0,2.2.10-0.2,type-safe Signal Framework for C++ - runtime,,0,https://security-tracker.debian.org/tracker/source-package/libsigc++-2.0,https://www.openhub.net/projects/libsigc,libsigc++,"libsigc++ implements a typesafe callback system for standard C++. It allows you to define signals and to connect those signals to any callback function, either global or a member function, regardless of whether it is static or virtual.",http://libsigc.sourceforge.net/,http://libsigc.sourceforge.net/stable.shtml,5,33,24107,C++,lgpl,Increasing Y-O-Y development activity,"Mature, well-established codebase",Well-commented source code,Average size development team,169415,C++,Shared Library,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libswitch-perl,,2.16-2,switch statement for Perl,http://search.cpan.org/dist/Switch/,0,https://security-tracker.debian.org/tracker/source-package/libswitch-perl,,,,,,,,,,,,,,,130600,Perl,,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 2, Popularity: 1, Language: 0, Exposure: 0 , Data only: 0",
libtext-charwidth-perl,libtext-charwidth-perl (0.04-7),0.04-7+b1,get display widths of characters on the terminal,http://search.cpan.org/search?module=Text::CharWidth,0,https://security-tracker.debian.org/tracker/source-package/libtext-charwidth-perl,,,,,,,,,,,,,,,169515,Perl,,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 2, Popularity: 1, Language: 0, Exposure: 0 , Data only: 0",
libtext-iconv-perl,,1.7-5,converts between character sets in Perl,http://search.cpan.org/search?module=Text::Iconv,0,https://security-tracker.debian.org/tracker/source-package/libtext-iconv-perl,,,,,,,,,,,,,,,169749,,,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 2, Popularity: 1, Language: 0, Exposure: 0 , Data only: 0",
libtext-wrapi18n-perl,,0.06-7,internationalized substitute of Text::Wrap,http://search.cpan.org/search?module=Text::WrapI18N,0,https://security-tracker.debian.org/tracker/source-package/libtext-wrapi18n-perl,,,,,,,,,,,,,,,169513,Perl,,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 2, Popularity: 1, Language: 0, Exposure: 0 , Data only: 0",
libtokyocabinet9,tokyocabinet,1.4.47-2,Tokyo Cabinet Database Libraries [runtime],http://fallabs.com/tokyocabinet/,0,https://security-tracker.debian.org/tracker/source-package/tokyocabinet,https://www.openhub.net/projects/tokyocabinet,Tokyo Cabinet,"Tokyo Cabinet is the successor of QDBM, a high performance database library similar to the DBM family. It also supports hash and B-tree databases and does not require any server process. The overall speed is improved compared to QDBM.",http://fallabs.com/tokyocabinet/,,,,,,,,,,,120495,,Shared Library,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 2, Popularity: 1, Language: 0, Exposure: 0 , Data only: 0",
libusb-0.1-4,libusb,2:0.1.12-20+nmu1,userspace USB programming library,http://www.linux-usb.org/,0,https://security-tracker.debian.org/tracker/source-package/libusb,https://www.openhub.net/projects/libusb,libusb,libusb aims at creating a library for use by user level applications to access USB devices regardless of OS,http://libusb.sourceforge.net/,http://libusb.sourceforge.net/download.html#stable,13,94,35845,C,lgpl,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Well-commented source code,"Large, active development team",169878,C,Shared Library,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libxapian22,xapian-core,1.2.12-2,Search engine library,http://xapian.org/,0,https://security-tracker.debian.org/tracker/source-package/xapian-core,https://www.openhub.net/projects/xapian,Xapian,"Xapian is an Open Source Search Engine Library, released under the GPL. It's written in C++, with bindings to allow use from Perl, Python, PHP, Java, Tcl, C#, Ruby, Lua and Erlang (so far!)

Xapian is a highly adaptable toolkit which allows developers to easily add advanced indexing and search facilities to their own applications. It supports the Probabilistic Information Retrieval model and also supports a rich set of boolean query operators.",http://xapian.org/,http://xapian.org/download,6,28,124435,C++,gpl,Stable Y-O-Y development activity,"Mature, well-established codebase",Well-commented source code,Average size development team,160580,,,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libxaw7,libxaw,2:1.0.10-2,X11 Athena Widget library,,0,https://security-tracker.debian.org/tracker/source-package/libxaw,https://www.openhub.net/projects/x,X.Org,"X.Org provides an open source implementation of the network-transparent X Window System, as well as working on the standard itself.

The development work is being done as part of the freedesktop.org community, sponsored by the X.Org Foundation.",http://www.x.org,http://www.x.org/wiki/Releases/Download,163,1196,3316063,C,BSD-3-Clause mit,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",122482,C,Shared Library,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libxcomposite1,libxcomposite,1:0.4.3-2,X11 Composite extension library,,0,https://security-tracker.debian.org/tracker/source-package/libxcomposite,https://www.openhub.net/projects/x,X.Org,"X.Org provides an open source implementation of the network-transparent X Window System, as well as working on the standard itself.

The development work is being done as part of the freedesktop.org community, sponsored by the X.Org Foundation.",http://www.x.org,http://www.x.org/wiki/Releases/Download,163,1196,3316063,C,BSD-3-Clause mit,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",125366,C,Shared Library,0,0,0,3,"Website points: 0, CVE: 0, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
